timeIndex,positionErrorX,positionErrorY,positionErrorZ,rangeError,velocityError,azimuthError,elevationError,positionErrorH,positionErrorV,snr
1,2.01099361487702,2.51157003967197,2.13092754779603,-0.427626790044314,-0.149026395952466,0.354978526157609,0.314882755385117,3.21746474467926,2.13092754779603,-44.1860540157578
1,-0.763731283571673,-3.31887717510635,0.706568144685434,3.05027219402587,-0.029511552606591,-0.175812820101967,-0.0876092258994774,3.40561759112029,0.706568144685434,-39.0251784553629
1,-0.764688196806297,-3.61435557466316,-3.91784200990531,1.18864413489882,0.107809958693413,-0.114168296898313,-0.573056708401889,3.69436249689085,-3.91784200990531,-44.0706868746621
1,2.4779930295919,-1.23928346768912,2.20283659229449,2.9364367442252,-0.0505329438313602,0.334904776582036,0.108941539702712,2.77060877209209,2.20283659229449,-41.7993452511697
1,1.66256613382006,-0.9924382047042,-1.66895053696766,1.25309932738156,0.0956344446631086,0.189194261561113,-0.271317275852106,1.93624888366188,-1.66895053696766,-36.4028171924316
2,6.57673836221082,-0.82021783296608,0.297209467664103,3.03311396195795,-0.121892910530622,0.522997313104128,-0.00517395852451585,6.62768773996565,0.297209467664103,-45.1241307349289
2,-5.37843364124063,-3.05988666771719,-3.54012271521179,0.871178748362126,-0.139541116900647,-0.620487243067998,-0.424555605937428,6.1879281550857,-3.54012271521179,-37.844324679868
2,0.0126865259078102,-0.400108837603682,2.16011747768283,1.29119886521357,-0.110464838885219,-0.018670677791043,0.173021469881736,0.400309917274328,2.16011747768283,-37.4353193740719
2,-2.92267186970865,-3.04618725012678,1.68553412748682,3.03792168452668,0.110408464752203,-0.380648015971133,0.122827849933111,4.2215243243195,1.68553412748682,-33.5267563235936
2,-2.81271533810492,-4.03572225681111,0.88795105012376,2.88399127520961,-0.0404541994944694,-0.799177449078655,0.0752831780467069,4.91918913107956,0.88795105012376,-27.9912303541216
3,-0.329086498742498,0.491875930695784,5.31777538755441,1.40511542865966,-0.0408536069004022,-0.012794998648431,0.600412515293879,0.591810657940899,5.31777538755441,-27.4371736312046
3,1.44420052009674,-0.996898088434904,-0.320547721499693,1.35849989037189,-0.0706705233935112,0.174044948769421,-0.11729080074014,1.75485638756363,-0.320547721499693,-32.215198236789
3,0.819892682366969,-0.88381392816936,-2.35058307281837,0.862585861393256,-0.0448341341317187,0.0555033208156175,-0.39232879013446,1.20555011103855,-2.35058307281837,-43.5984099597638
3,-3.8074029662103,-3.39241897679081,-5.79586660934842,-0.568302089239523,-0.0249186095784104,-0.543751027595221,-0.686916400897985,5.09949251016191,-5.79586660934842,-43.7134044727024
3,1.93789627259551,-0.110420413924672,3.70964271591561,1.26963032826114,0.0181237552851883,0.25091420649531,0.488848740547725,1.94103957485438,3.70964271591561,-31.4474834909325
4,1.34627296679628,-1.81039132185408,-4.38294943374689,1.11335432071007,-0.0150084166522433,0.0398799714312332,-0.477443547734222,2.25609566272599,-4.38294943374689,-45.5177662913739
4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-31.9815686573925
4,-5.50755684132298,-1.2420549124386,4.91087774328686,-0.394688299173708,0.0792875181258115,-0.546111316863261,0.482221623764209,5.64587307384043,4.91087774328686,-42.9408920236883
4,-1.41007285842664,-0.719806312317218,2.8183297644805,1.06186822139188,0.00665579251254167,-0.234099793245065,0.410411422672071,1.58316979295437,2.8183297644805,-42.1631992769587
4,-8.06262433471713,-3.79038626109034,-0.713186336476781,-0.537020754806576,0.0428763437636874,-0.900230458644522,-0.049808285447039,8.90914918334154,-0.713186336476781,-44.3094319680794
5,2.61381088936662,-0.760037155201001,-4.42610797616591,0.990998244349612,0.0471653532235656,0.235213100716692,-0.476316858566985,2.72206977182025,-4.42610797616591,-50.4815349064942
5,-2.08747194404123,-1.62755485339022,1.58713272866042,0.839217634303679,0.00829438494498025,-0.333185457107732,0.180664180574441,2.64697448381229,1.58713272866042,-41.2731996015329
5,1.67112297835558,-0.216813948395597,-0.21193791509873,0.882746941394544,-0.136367969088166,0.138651959321358,-0.0541127524156941,1.68512916330082,-0.21193791509873,-47.8989938125052
5,3.43892119754497,-2.75844399949364,-3.17319980473653,2.96119088040621,0.118649415929141,0.190334701891786,-0.466960509487365,4.40853629918895,-3.17319980473653,-37.2952277107147
5,-3.20482116613881,-0.00836925286851908,6.48300532287263,1.33477115877702,0.0838291106645102,-0.339343725699763,0.654152559810189,3.20483209409244,6.48300532287263,-49.2045018747994
6,1.34624495999827,-0.401504099661253,-3.2730691128414,0.936875014511656,-0.102294663294482,0.132310766979955,-0.41844615720389,1.40484199622788,-3.2730691128414,-18.6868243499669
6,3.38321547702105,1.49984592073733,3.45943246518215,0.887168900118695,-74.82135661112,0.379317779501903,0.323130537903509,3.70076812971405,3.45943246518215,-45.456953513658
6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-30.5496118910711
6,8.60854124353278,2.49211842146701,-1.02429024057039,0.966966425053329,0.0972990230461903,0.9348079021389,-0.140090900040253,8.96201074358987,-1.02429024057039,-40.9413557594681
6,-2.73125723140274,-2.94439810728275,3.3782213040993,2.82617782185235,74.8067053317323,-0.656051917535336,0.421930008652758,4.01612328972356,3.3782213040993,-26.5536522488661
7,5.58541630319306,2.1703668526581,4.9412907167515,1.13149169172186,0.072481899642721,0.659763848375377,0.49855871704122,5.99227565746869,4.9412907167515,-29.1587938958426
7,-0.363237101816203,-1.10110602909715,1.35508212007281,1.4667660690572,0.0122746573106838,-0.0681127837135165,0.121264705388391,1.15947215553024,1.35508212007281,-42.4528297972669
7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-57.5588639040445
7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-33.7239007419623
7,-3.66863828487716,-1.01288755951592,4.65605518330418,1.10627330625408,-0.0869866245341413,-0.450793741440052,0.534650586858138,3.80589648748998,4.65605518330418,-28.8585825825627
8,5.07148436567536,1.84802327526362,0.0146879721117301,-0.542626355149878,-0.0514839127572735,0.601895204832289,0.00639437610983151,5.39769799981489,0.0146879721117301,-31.3983479913587
8,-1.86575467590853,-1.60954975103905,0.431611156210124,1.53024391710431,0.112337078507156,-0.283209160803736,-0.0195878494893904,2.46408013500869,0.431611156210124,-41.7808842264861
8,8.36046092868614,1.5081911693749,-0.0406686962763843,1.50249947651218,74.9334681770905,0.81500232869287,-0.0585535278859304,8.49540743834384,-0.0406686962763843,-42.1866092341683
