tag,cfarGrdCellRange,cfarTrnCellRange,cfarGrdCellVelocity,cfarTrnCellVelocity,cfarThreshold,cfarThreshold_dB,TP,FP,FN,precision,recall,F1,meanPosErr3D,meanAbsVelErr,avgFPperDrop,score
GR2_TR22_GV4_TV12_TH21.0dB,2,22,4,12,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,3.87630745379605,2.15204421061409,0.3,0.56613250714286
GR2_TR24_GV4_TV12_TH21.0dB,2,24,4,12,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,3.87630745379605,2.15204421061409,0.3,0.56613250714286
GR2_TR10_GV2_TV8_TH19.0dB,2,10,2,8,79.4328234724281,19,36,3,14,0.923076923076923,0.72,0.808988764044944,3.88478338179579,2.15204421061409,0.3,0.565708710742873
GR2_TR10_GV2_TV10_TH20.0dB,2,10,2,10,100,20,35,2,15,0.945945945945946,0.7,0.804597701149425,3.81844279080737,2.2131967725858,0.2,0.565411626157341
GR4_TR8_GV2_TV6_TH20.0dB,4,8,2,6,100,20,37,4,13,0.902439024390244,0.74,0.813186813186813,3.98954526192274,2.09444170601677,0.4,0.563820715970341
GR6_TR8_GV2_TV6_TH20.0dB,6,8,2,6,100,20,37,4,13,0.902439024390244,0.74,0.813186813186813,3.98954526192274,2.09444170601677,0.4,0.563820715970341
GR4_TR8_GV4_TV6_TH20.0dB,4,8,4,6,100,20,37,4,13,0.902439024390244,0.74,0.813186813186813,3.98954526192274,2.09444170601677,0.4,0.563820715970341
GR4_TR8_GV2_TV8_TH20.0dB,4,8,2,8,100,20,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR4_TR10_GV2_TV8_TH20.0dB,4,10,2,8,100,20,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR6_TR10_GV2_TV8_TH20.0dB,6,10,2,8,100,20,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR4_TR6_GV2_TV8_TH21.0dB,4,6,2,8,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR6_TR8_GV2_TV8_TH21.0dB,6,8,2,8,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR4_TR10_GV4_TV8_TH21.0dB,4,10,4,8,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR6_TR10_GV4_TV8_TH21.0dB,6,10,4,8,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR4_TR10_GV6_TV8_TH21.0dB,4,10,6,8,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR4_TR8_GV2_TV10_TH21.0dB,4,8,2,10,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR6_TR8_GV2_TV10_TH21.0dB,6,8,2,10,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR4_TR10_GV4_TV10_TH21.0dB,4,10,4,10,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR6_TR10_GV4_TV10_TH21.0dB,6,10,4,10,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR4_TR8_GV2_TV12_TH21.0dB,4,8,2,12,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR6_TR8_GV2_TV12_TH21.0dB,6,8,2,12,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR4_TR10_GV2_TV12_TH21.0dB,4,10,2,12,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR4_TR10_GV4_TV12_TH21.0dB,4,10,4,12,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR6_TR10_GV4_TV12_TH21.0dB,6,10,4,12,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,3.92274189205934,2.15204421061409,0.3,0.563810785229695
GR6_TR8_GV2_TV8_TH20.0dB,6,8,2,8,100,20,37,4,13,0.902439024390244,0.74,0.813186813186813,3.98954526192274,2.10123022459862,0.4,0.563684945598704
GR6_TR20_GV2_TV8_TH20.0dB,6,20,2,8,100,20,37,4,13,0.902439024390244,0.74,0.813186813186813,3.98954526192274,2.10123022459862,0.4,0.563684945598704
GR2_TR10_GV2_TV12_TH21.0dB,2,10,2,12,125.892541179417,21,34,1,16,0.971428571428571,0.68,0.8,3.78215498199394,2.27698944907402,0.1,0.563352461918823
GR4_TR6_GV2_TV16_TH21.0dB,4,6,2,16,125.892541179417,21,35,2,15,0.945945945945946,0.7,0.804597701149425,3.90765343881071,2.20996283675865,0.2,0.561015772473717
GR4_TR6_GV2_TV18_TH21.0dB,4,6,2,18,125.892541179417,21,35,2,15,0.945945945945946,0.7,0.804597701149425,3.90765343881071,2.20996283675865,0.2,0.561015772473717
GR4_TR8_GV2_TV24_TH21.0dB,4,8,2,24,125.892541179417,21,35,2,15,0.945945945945946,0.7,0.804597701149425,3.90765343881071,2.20996283675865,0.2,0.561015772473717
GR6_TR8_GV2_TV24_TH21.0dB,6,8,2,24,125.892541179417,21,35,2,15,0.945945945945946,0.7,0.804597701149425,3.90765343881071,2.20996283675865,0.2,0.561015772473717
GR4_TR8_GV4_TV6_TH21.0dB,4,8,4,6,125.892541179417,21,35,3,15,0.921052631578947,0.7,0.795454545454545,3.73064071598996,2.20981025574176,0.3,0.558726304540212
GR4_TR12_GV2_TV6_TH21.0dB,4,12,2,6,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,4.03945466528499,2.15118066827168,0.3,0.557992417415261
GR6_TR12_GV2_TV6_TH21.0dB,6,12,2,6,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,4.03945466528499,2.15118066827168,0.3,0.557992417415261
GR8_TR12_GV2_TV6_TH21.0dB,8,12,2,6,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,4.03945466528499,2.15118066827168,0.3,0.557992417415261
GR4_TR16_GV2_TV6_TH21.0dB,4,16,2,6,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,4.03945466528499,2.15118066827168,0.3,0.557992417415261
GR4_TR12_GV2_TV8_TH21.0dB,4,12,2,8,125.892541179417,21,35,2,15,0.945945945945946,0.7,0.804597701149425,3.9721686106644,2.21205007192193,0.2,0.557748269177767
GR6_TR12_GV2_TV8_TH21.0dB,6,12,2,8,125.892541179417,21,35,2,15,0.945945945945946,0.7,0.804597701149425,3.9721686106644,2.21205007192193,0.2,0.557748269177767
GR8_TR12_GV2_TV8_TH21.0dB,8,12,2,8,125.892541179417,21,35,2,15,0.945945945945946,0.7,0.804597701149425,3.9721686106644,2.21205007192193,0.2,0.557748269177767
GR4_TR12_GV2_TV10_TH21.0dB,4,12,2,10,125.892541179417,21,35,2,15,0.945945945945946,0.7,0.804597701149425,3.9721686106644,2.21205007192193,0.2,0.557748269177767
GR6_TR12_GV2_TV10_TH21.0dB,6,12,2,10,125.892541179417,21,35,2,15,0.945945945945946,0.7,0.804597701149425,3.9721686106644,2.21205007192193,0.2,0.557748269177767
GR6_TR8_GV4_TV10_TH21.0dB,6,8,4,10,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,4.06826724125074,2.15204421061409,0.3,0.556534517770125
GR2_TR22_GV2_TV8_TH18.0dB,2,22,2,8,63.0957344480193,18,37,5,13,0.880952380952381,0.74,0.804347826086957,3.91580889544803,2.10123022459862,0.5,0.556532776822582
GR6_TR8_GV2_TV8_TH22.0dB,6,8,2,8,158.489319246111,22,34,2,16,0.944444444444444,0.68,0.790697674418605,3.70393602333154,2.27086528401465,0.2,0.556083567571735
GR8_TR10_GV2_TV12_TH22.0dB,8,10,2,12,158.489319246111,22,34,2,16,0.944444444444444,0.68,0.790697674418605,3.70393602333154,2.27086528401465,0.2,0.556083567571735
GR8_TR10_GV2_TV14_TH22.0dB,8,10,2,14,158.489319246111,22,34,2,16,0.944444444444444,0.68,0.790697674418605,3.70393602333154,2.27086528401465,0.2,0.556083567571735
GR4_TR6_GV2_TV16_TH22.0dB,4,6,2,16,158.489319246111,22,34,2,16,0.944444444444444,0.68,0.790697674418605,3.70393602333154,2.27086528401465,0.2,0.556083567571735
GR4_TR8_GV2_TV16_TH22.0dB,4,8,2,16,158.489319246111,22,34,2,16,0.944444444444444,0.68,0.790697674418605,3.70393602333154,2.27086528401465,0.2,0.556083567571735
GR6_TR8_GV2_TV16_TH22.0dB,6,8,2,16,158.489319246111,22,34,2,16,0.944444444444444,0.68,0.790697674418605,3.70393602333154,2.27086528401465,0.2,0.556083567571735
GR4_TR10_GV2_TV16_TH22.0dB,4,10,2,16,158.489319246111,22,34,2,16,0.944444444444444,0.68,0.790697674418605,3.70393602333154,2.27086528401465,0.2,0.556083567571735
GR4_TR6_GV2_TV18_TH22.0dB,4,6,2,18,158.489319246111,22,34,2,16,0.944444444444444,0.68,0.790697674418605,3.70393602333154,2.27086528401465,0.2,0.556083567571735
GR4_TR8_GV2_TV18_TH22.0dB,4,8,2,18,158.489319246111,22,34,2,16,0.944444444444444,0.68,0.790697674418605,3.70393602333154,2.27086528401465,0.2,0.556083567571735
GR4_TR20_GV2_TV18_TH22.0dB,4,20,2,18,158.489319246111,22,34,2,16,0.944444444444444,0.68,0.790697674418605,3.70393602333154,2.27086528401465,0.2,0.556083567571735
GR6_TR20_GV2_TV18_TH22.0dB,6,20,2,18,158.489319246111,22,34,2,16,0.944444444444444,0.68,0.790697674418605,3.70393602333154,2.27086528401465,0.2,0.556083567571735
GR8_TR20_GV2_TV18_TH22.0dB,8,20,2,18,158.489319246111,22,34,2,16,0.944444444444444,0.68,0.790697674418605,3.70393602333154,2.27086528401465,0.2,0.556083567571735
GR4_TR6_GV2_TV20_TH22.0dB,4,6,2,20,158.489319246111,22,34,2,16,0.944444444444444,0.68,0.790697674418605,3.70393602333154,2.27086528401465,0.2,0.556083567571735
GR4_TR10_GV2_TV12_TH22.0dB,4,10,2,12,158.489319246111,22,33,1,17,0.970588235294118,0.66,0.785714285714286,3.62809456748127,2.33932470045133,0.1,0.555523063331195
GR8_TR10_GV2_TV16_TH23.0dB,8,10,2,16,199.526231496888,23,33,1,17,0.970588235294118,0.66,0.785714285714286,3.62809456748127,2.33932470045133,0.1,0.555523063331195
GR8_TR10_GV2_TV18_TH23.0dB,8,10,2,18,199.526231496888,23,33,1,17,0.970588235294118,0.66,0.785714285714286,3.62809456748127,2.33932470045133,0.1,0.555523063331195
GR6_TR8_GV4_TV6_TH20.0dB,6,8,4,6,100,20,37,4,13,0.902439024390244,0.74,0.813186813186813,4.16308011092154,2.09444170601677,0.4,0.555143973520401
GR2_TR20_GV2_TV10_TH20.0dB,2,20,2,10,100,20,36,4,14,0.9,0.72,0.8,3.87630745379605,2.15204421061409,0.4,0.555143743097916
GR2_TR22_GV2_TV10_TH20.0dB,2,22,2,10,100,20,36,4,14,0.9,0.72,0.8,3.87630745379605,2.15204421061409,0.4,0.555143743097916
GR2_TR20_GV4_TV10_TH20.0dB,2,20,4,10,100,20,36,4,14,0.9,0.72,0.8,3.87630745379605,2.15204421061409,0.4,0.555143743097916
GR2_TR16_GV2_TV12_TH20.0dB,2,16,2,12,100,20,36,4,14,0.9,0.72,0.8,3.87630745379605,2.15204421061409,0.4,0.555143743097916
GR2_TR18_GV2_TV12_TH20.0dB,2,18,2,12,100,20,36,4,14,0.9,0.72,0.8,3.87630745379605,2.15204421061409,0.4,0.555143743097916
GR2_TR18_GV4_TV12_TH20.0dB,2,18,4,12,100,20,36,4,14,0.9,0.72,0.8,3.87630745379605,2.15204421061409,0.4,0.555143743097916
GR2_TR22_GV6_TV12_TH21.0dB,2,22,6,12,125.892541179417,21,36,4,14,0.9,0.72,0.8,3.87630745379605,2.15204421061409,0.4,0.555143743097916
GR4_TR8_GV4_TV8_TH21.0dB,4,8,4,8,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,4.10109715353032,2.15204421061409,0.3,0.554893022156146
GR6_TR8_GV4_TV8_TH21.0dB,6,8,4,8,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,4.10109715353032,2.15204421061409,0.3,0.554893022156146
GR4_TR8_GV4_TV10_TH21.0dB,4,8,4,10,125.892541179417,21,36,3,14,0.923076923076923,0.72,0.808988764044944,4.10109715353032,2.15204421061409,0.3,0.554893022156146
GR2_TR10_GV2_TV12_TH20.0dB,2,10,2,12,100,20,36,4,14,0.9,0.72,0.8,3.88478338179579,2.15204421061409,0.4,0.554719946697929
GR2_TR16_GV2_TV8_TH19.0dB,2,16,2,8,79.4328234724281,19,36,4,14,0.9,0.72,0.8,3.88638485924297,2.15204421061409,0.4,0.55463987282557
GR2_TR10_GV4_TV10_TH20.0dB,2,10,4,10,100,20,35,3,15,0.921052631578947,0.7,0.795454545454545,3.81844279080737,2.2131967725858,0.3,0.554268470462461
GR6_TR8_GV4_TV24_TH21.0dB,6,8,4,24,125.892541179417,21,35,2,15,0.945945945945946,0.7,0.804597701149425,4.05733665512187,2.20996283675865,0.2,0.553531611658159
GR4_TR8_GV2_TV6_TH22.0dB,4,8,2,6,158.489319246111,22,33,1,17,0.970588235294118,0.66,0.785714285714286,3.66876845495223,2.33861275404305,0.1,0.553503607885814
GR4_TR6_GV2_TV6_TH23.0dB,4,6,2,6,199.526231496888,23,33,1,17,0.970588235294118,0.66,0.785714285714286,3.66876845495223,2.33861275404305,0.1,0.553503607885814
GR4_TR8_GV2_TV6_TH23.0dB,4,8,2,6,199.526231496888,23,33,1,17,0.970588235294118,0.66,0.785714285714286,3.66876845495223,2.33861275404305,0.1,0.553503607885814
GR6_TR8_GV2_TV6_TH23.0dB,6,8,2,6,199.526231496888,23,33,1,17,0.970588235294118,0.66,0.785714285714286,3.66876845495223,2.33861275404305,0.1,0.553503607885814
GR2_TR8_GV2_TV10_TH20.0dB,2,8,2,10,100,20,35,3,15,0.921052631578947,0.7,0.795454545454545,3.8370841680431,2.2131967725858,0.3,0.553336401600674
GR2_TR10_GV8_TV10_TH20.0dB,2,10,8,10,100,20,35,3,15,0.921052631578947,0.7,0.795454545454545,3.8370841680431,2.2131967725858,0.3,0.553336401600674
GR6_TR8_GV2_TV6_TH19.0dB,6,8,2,6,79.4328234724281,19,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.09444170601677,0.5,0.552981728870484
GR4_TR6_GV2_TV6_TH20.0dB,4,6,2,6,100,20,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.09444170601677,0.5,0.552981728870484
GR4_TR6_GV4_TV6_TH20.0dB,4,6,4,6,100,20,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.09444170601677,0.5,0.552981728870484
GR4_TR10_GV4_TV6_TH20.0dB,4,10,4,6,100,20,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.09444170601677,0.5,0.552981728870484
GR4_TR20_GV2_TV8_TH18.0dB,4,20,2,8,63.0957344480193,18,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR6_TR20_GV2_TV8_TH18.0dB,6,20,2,8,63.0957344480193,18,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR8_TR20_GV2_TV8_TH18.0dB,8,20,2,8,63.0957344480193,18,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR4_TR22_GV2_TV8_TH18.0dB,4,22,2,8,63.0957344480193,18,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR6_TR22_GV2_TV8_TH18.0dB,6,22,2,8,63.0957344480193,18,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR8_TR22_GV2_TV8_TH18.0dB,8,22,2,8,63.0957344480193,18,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR6_TR8_GV2_TV8_TH19.0dB,6,8,2,8,79.4328234724281,19,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR4_TR18_GV2_TV8_TH19.0dB,4,18,2,8,79.4328234724281,19,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR6_TR18_GV2_TV8_TH19.0dB,6,18,2,8,79.4328234724281,19,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR8_TR18_GV2_TV8_TH19.0dB,8,18,2,8,79.4328234724281,19,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR4_TR20_GV2_TV8_TH19.0dB,4,20,2,8,79.4328234724281,19,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR6_TR20_GV2_TV8_TH19.0dB,6,20,2,8,79.4328234724281,19,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR8_TR20_GV2_TV8_TH19.0dB,8,20,2,8,79.4328234724281,19,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR4_TR22_GV2_TV8_TH19.0dB,4,22,2,8,79.4328234724281,19,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR6_TR22_GV2_TV8_TH19.0dB,6,22,2,8,79.4328234724281,19,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR8_TR22_GV2_TV8_TH19.0dB,8,22,2,8,79.4328234724281,19,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR4_TR24_GV2_TV8_TH19.0dB,4,24,2,8,79.4328234724281,19,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR6_TR24_GV2_TV8_TH19.0dB,6,24,2,8,79.4328234724281,19,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR8_TR24_GV2_TV8_TH19.0dB,8,24,2,8,79.4328234724281,19,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR4_TR18_GV4_TV8_TH19.0dB,4,18,4,8,79.4328234724281,19,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR4_TR20_GV4_TV8_TH19.0dB,4,20,4,8,79.4328234724281,19,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR4_TR22_GV2_TV8_TH20.0dB,4,22,2,8,100,20,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR6_TR22_GV2_TV8_TH20.0dB,6,22,2,8,100,20,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR8_TR22_GV2_TV8_TH20.0dB,8,22,2,8,100,20,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR4_TR24_GV2_TV8_TH20.0dB,4,24,2,8,100,20,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR6_TR24_GV2_TV8_TH20.0dB,6,24,2,8,100,20,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR8_TR24_GV2_TV8_TH20.0dB,8,24,2,8,100,20,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR4_TR24_GV4_TV8_TH20.0dB,4,24,4,8,100,20,37,5,13,0.880952380952381,0.74,0.804347826086957,3.98954526192274,2.10123022459862,0.5,0.552845958498847
GR8_TR10_GV2_TV8_TH20.0dB,8,10,2,8,100,20,36,4,14,0.9,0.72,0.8,3.92274189205934,2.15204421061409,0.4,0.552822021184751
GR4_TR20_GV2_TV8_TH20.0dB,4,20,2,8,100,20,36,4,14,0.9,0.72,0.8,3.92274189205934,2.15204421061409,0.4,0.552822021184751
GR4_TR10_GV4_TV8_TH20.0dB,4,10,4,8,100,20,36,4,14,0.9,0.72,0.8,3.92274189205934,2.15204421061409,0.4,0.552822021184751
GR6_TR10_GV4_TV8_TH20.0dB,6,10,4,8,100,20,36,4,14,0.9,0.72,0.8,3.92274189205934,2.15204421061409,0.4,0.552822021184751
GR4_TR18_GV2_TV10_TH20.0dB,4,18,2,10,100,20,36,4,14,0.9,0.72,0.8,3.92274189205934,2.15204421061409,0.4,0.552822021184751
GR4_TR20_GV2_TV10_TH20.0dB,4,20,2,10,100,20,36,4,14,0.9,0.72,0.8,3.92274189205934,2.15204421061409,0.4,0.552822021184751
GR6_TR20_GV2_TV10_TH20.0dB,6,20,2,10,100,20,36,4,14,0.9,0.72,0.8,3.92274189205934,2.15204421061409,0.4,0.552822021184751
GR8_TR20_GV2_TV10_TH20.0dB,8,20,2,10,100,20,36,4,14,0.9,0.72,0.8,3.92274189205934,2.15204421061409,0.4,0.552822021184751
GR4_TR20_GV4_TV10_TH20.0dB,4,20,4,10,100,20,36,4,14,0.9,0.72,0.8,3.92274189205934,2.15204421061409,0.4,0.552822021184751
