timeIndex,positionErrorX,positionErrorY,positionErrorZ,rangeError,velocityError,azimuthError,elevationError,positionErrorH,positionErrorV,snr
1,-6.26917671810212,1.20123284421443,4.21324277523195,1.5376238380336,-0.0361043071387424,1.7917734863897,1.09679588536849,6.38322309408132,4.21324277523195,-26.7745569239904
2,6.56443762005257,4.3939439920192,-2.20450641911793,1.14517825731667,0.0941957626862978,0.886627547341163,-1.65342135426845,7.8992775032001,-2.20450641911793,-26.2092227683261
3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-23.1836881231743
4,4.04379442842644,-2.35797676259352,2.43987788798501,1.5578550449369,-0.0442457719863754,-1.12780816726725,0.342386068694957,4.68106054140552,2.43987788798501,-31.5449769874099
5,0.358479083224807,1.2337878164046,-0.0956410838497419,1.10264701389195,0.0829541530482487,0.171884181797111,-0.117640536144927,1.28481112581505,-0.0956410838497419,-12.4418332610644
6,0.341875687518211,3.82069331926593,3.19892110477861,-0.308474020171332,-0.021207506959815,0.850298523838852,0.780075849708982,3.8359583451335,3.19892110477861,-30.955161479086
7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-23.9441405246513
8,-4.73441004409844,-1.74827294042588,5.94642041112758,1.11682471454333,-0.0565796394112521,-0.259591905899754,1.23090018270029,5.04688980857375,5.94642041112758,-30.3091233066412
9,3.89421242163695,1.55187299867809,-0.517972039612999,1.51081647533921,0.033317399621632,-0.0668789497556936,-1.90591701092887,4.19204009867006,-0.517972039612999,-4.24142388167299
10,2.76440770885289,0.829669935673934,-2.81222782746568,1.33334375082472,-0.122253918307777,-0.488322941002679,-0.693824425885325,2.88622628754685,-2.81222782746568,-21.3165192272949
11,2.93024934297603,-1.08959770201234,-0.0592642774699925,1.66605428798698,0.0836932906633034,-0.607634767787854,-0.326076427137821,3.12627323889676,-0.0592642774699925,-28.1726948533932
12,-5.22519148311916,1.01037682755484,3.54004316811158,-0.476670319273552,-0.0207515405130025,1.19753251926988,0.871438003948469,5.32198152654825,3.54004316811158,-18.5612913512531
13,2.07505598372455,1.96595269901474,1.25511449874642,3.03085832992062,-0.102399797542729,-0.0611393485249607,0.165394289429063,2.85846590855207,1.25511449874642,-33.9828981504402
14,-0.968661595450641,-0.165276050212547,1.86663689183712,1.42502894415958,-0.0841756295053937,0.196313762142839,0.307519378817886,0.982660398751696,1.86663689183712,-25.6651155454786
15,2.37894459352665,-0.528275772463516,0.647220083456205,1.61793361418077,-0.115158149490898,-0.654162524441723,0.030979630896482,2.43689406229356,0.647220083456205,-10.0940300736433
16,0.376683564300805,-4.171820903539,5.53310122180875,3.047236902321,-0.00727418004314906,-0.954814373028122,0.922298187645726,4.18879220764402,5.53310122180875,-25.3608107110219
17,-9.79187846020473,-1.8918562103232,5.46930360332237,1.47204467860018,0.0754599000236489,2.19821504657328,1.04675249513456,9.9729636367511,5.46930360332237,-28.2490101085785
18,0.660329654777286,-4.2294197216119,0.0229162381609029,1.63130136693837,-0.109531639994113,-1.05497672948577,-0.075908920435344,4.2806572432908,0.0229162381609029,-27.4523113574893
19,-0.928603936866047,0.736695793918415,1.53701580791306,1.02427878997,0.0740956638225816,0.436353502204057,0.426657919936513,1.18533791145825,1.53701580791306,-8.65728469720965
20,6.68429300330524,-1.55479793187803,-2.57891204517023,3.04117544521154,-0.0496879626880782,-0.313926604671749,-1.0182845646687,6.86273776003481,-2.57891204517023,-31.3593043805847
21,2.43906595615738,-3.16528001456608,1.16828782505928,3.03461606591409,-0.0259342002754743,-0.948459530992865,0.0101682210016349,3.99600304167769,1.16828782505928,-21.8264372336394
22,2.41277236558068,-1.97437393756263,4.59730629186545,3.01114694586914,-0.0379163569302073,-0.716672659557521,0.855970553489136,3.11763098095916,4.59730629186545,-29.4125468787937
23,3.02223515138502,2.22932050217695,-1.87453393617608,1.43552962568549,-0.076114652208382,0.409030307546513,-0.563055734666484,3.75549932920959,-1.87453393617608,-33.9322044596911
24,1.08870319645462,-2.50074884799912,1.24527076231917,0.989147158165508,0.0807319342552759,-0.616719070349925,0.164702011624687,2.72745659007424,1.24527076231917,-29.8995521212638
25,2.81765524857113,3.02220974344872,0.387456720089773,1.04746213314033,0.129828781980751,2.75750624359938,-0.378976817342199,4.13194056506102,0.387456720089773,-15.163554453789
